Position,Track Name,Artist,date,region,id
41,Big Bang,Usted Señalemelo,5/15/2018,ec,1tgYWMpHWhhvr0hgOyCZsp
42,The Rubberband Man,The Spinners,5/15/2018,ec,13Mzsb8VzRSZ5w3pM48cn6
43,Happy Man,Jungle,5/15/2018,ec,11xRCe6bPQ9fRhz70dqF9N
44,Hoy,Pedrina,5/15/2018,ec,5pjUDgYsjPZaZDmer8bcpA
45,La Player (Bandolera),Zion & Lennox,5/15/2018,ec,0VKkyBKCXyR99navhVRqcP
46,New Light,John Mayer,5/15/2018,ec,3bH4HzoZZFq8UpZmI2AMgV
47,Noche Complicada,Frijo,5/15/2018,ec,4f9vS74fLCma9Tc93iTQbR
48,Unica,Ozuna,5/15/2018,ec,6752EZMgXswvRBH3N2PilO
49,Better Now,Post Malone,5/15/2018,ec,7dt6x5M1jzdTEt8oCbisTK
50,One Point Perspective,Arctic Monkeys,5/15/2018,ec,1t67WYNfUxfOiwaz7SJ66b
1,Karma,Sky,6/15/2018,ec,14WIiWOJXL5VkX1zpt87Ed
2,Cuando Nadie Ve,Morat,6/15/2018,ec,1Cxd4ZJJ9VOQQpNcpdcZEQ
3,Te Boté - Remix,Nio Garcia,6/15/2018,ec,3V8UKqhEK5zBkBb6d6ub8i
4,No Me Acuerdo,Thalía,6/15/2018,ec,00EPIEnX1JFjff8sC6bccd
5,Sin Pijama,Becky G,6/15/2018,ec,2ijef6ni2amuunRoKTlgww
6,Clandestino,Shakira,6/15/2018,ec,7DrluKkTviBwCc8AV3VGmf
7,Me Atrapó,Javier Ramirez,6/15/2018,ec,0SPTQh7DWNo5RDyoXr8bOm
8,Pa Dentro,Juanes,6/15/2018,ec,7flNdUykV5LYDRv8wQDbsx
9,New Light,John Mayer,6/15/2018,ec,3bH4HzoZZFq8UpZmI2AMgV
10,Live It Up - Official Song 2018 FIFA World Cup Russia,Nicky Jam,6/15/2018,ec,4DnHUy01jEA4b5ydC3HgsT
11,Mi Cama,Karol G,6/15/2018,ec,7sFYVcKSb24qg0dAkqLEFj
12,La Mujer Perfecta,KURT,6/15/2018,ec,0mAGeks6ns4FZWBPkjD9HR
13,Girls Like You (feat. Cardi B),Maroon 5,6/15/2018,ec,7fa9MBXhVfQ8P8Df9OEbD8
14,Dolor de cabeza,RIKI,6/15/2018,ec,0lMNhIoyxOLoGHYvuCgdLI
15,Feel The Love,KIDS SEE GHOSTS,6/15/2018,ec,3aUFrxO1B8EW63QchEl3wX
16,Y Dale Alegría a Mi Corazón,Lali,6/15/2018,ec,4LI3XE2CwsxrKdzDBezyoB
17,What If,Johnny Orlando,6/15/2018,ec,4v7DgEMw6EvYyuQ4eWFD9l
18,Adicto a Ti,Bacilos,6/15/2018,ec,5qjPH2meBlBOSZtRirSfPi
19,La Player (Bandolera),Zion & Lennox,6/15/2018,ec,0VKkyBKCXyR99navhVRqcP
20,Taste (feat. Offset),Tyga,6/15/2018,ec,5IaHrVsrferBYDm0bDyABy
21,Mujeres,Mozart La Para,6/15/2018,ec,6xLvYhLOW2oETJoZv8ChU8
22,Como Mirarte,Juanse Laverde,6/15/2018,ec,6rTPGpRB9jbTo9FPlmR6J7
23,Asesina,Brytiago,6/15/2018,ec,6rbhaJsE4uLzpPf8WYSHDK
24,Pa Mi (with Ozuna),Tory Lanez,6/15/2018,ec,0CYLDwvvpJQySLA5CvqvSl
25,Spread Love (Paddington) [feat. DVNO],Boston Bun,6/15/2018,ec,2MYRU51rPa1QpukXT2lR7C
26,Reggaeton Ton,Alexis y Fido,6/15/2018,ec,7CLxRXy3olj2KngFWAEIcg
27,Te Descuido,Barbosa,6/15/2018,ec,4Ft8CVWRThcudngtIExbh9
28,Unica,Ozuna,6/15/2018,ec,6752EZMgXswvRBH3N2PilO
29,I Like It,Cardi B,6/15/2018,ec,58q2HKrzhC3ozto2nDdN4z
30,Madura (feat. Bad Bunny),Cosculluela,6/15/2018,ec,0r9d60ZYPAlFHq8qnUtkXN
31,X,Nicky Jam,6/15/2018,ec,39N9RPD9MRb5WmoLzNzPeA
32,Por Perro,Sebastian Yatra,6/15/2018,ec,2alIsNw1mqEShbWyO1HXZZ
33,Dura - Remix,Daddy Yankee,6/15/2018,ec,6U2NuJILEOEpW2tVCuqKHb
34,Me Niego,Reik,6/15/2018,ec,6jA8JUuPCGYjFcgw0AoM5T
35,Duro,Oana,6/15/2018,ec,6Qzcd61PF9Ie5hFGOcYBWU
36,Bella - Remix,Wolfine,6/15/2018,ec,0SaYeGhSXN0dDWstyNTQ56
37,Perfecta,Feid,6/15/2018,ec,5gH9CSkFW45IjfocI8MPsb
38,NIGHTS LIKE THESE,Ne-Yo,6/15/2018,ec,5wV6xSCqRD8kqV6daq7S7w
39,Duro y Suave,Leslie Grace,6/15/2018,ec,31M5m42C3EGlbydf9XB5to
40,Ambiente,J Balvin,6/15/2018,ec,6VrBWh90BiwWmwKtvwWFcq
41,RAMPAGE,GRAVEDGR,6/15/2018,ec,37hs3QImrFsiEZF2D92QGe
42,La Cintura,Alvaro Soler,6/15/2018,ec,19MBk3PbNFE36wqIqkMq9H
43,Nena Maldicion (feat. Lenny Tavarez),Paulo Londra,6/15/2018,ec,3TnhQSRwT3AVMdXw5JPq0x
44,Qué Tienes Tú,Dvicio,6/15/2018,ec,4txQPJDlvU72lC6EMhT7m9
45,All Mine,Kanye West,6/15/2018,ec,3qnoOm4fwZPBS116f5hpgF
46,Toda - Remix,Alex Rose,6/15/2018,ec,7nD2JPaxIKUdxd2UWgnaGL
47,Te Duele,Gente De Zona,6/15/2018,ec,14GguNoXEPNCo5YHu2ODAo
48,FAKE LOVE,BTS,6/15/2018,ec,3aW0ds4A4tSQDIp75FqWTo
49,Te Besaré,Jonathan Moly,6/15/2018,ec,5EyyBTjVGzb69sQnLdyJai
50,La llave (feat. Piso 21),Pablo Alborán,6/15/2018,ec,0nJUoF6tA031X6zvX9ee4R
1,Original,Arcangel,7/15/2018,ec,1LBlcCtOrKITXpEp1hnNpj
2,Estamos Bien,Street Rappers,7/15/2018,ec,1gng5xQBiYCVDkHS0IKLyk
3,No Me Acuerdo,Thalía,7/15/2018,ec,00EPIEnX1JFjff8sC6bccd
4,In My Feelings,Drake,7/15/2018,ec,0bAkKNCQfWkexHFn7fIKns
5,Calypso,Luis Fonsi,7/15/2018,ec,4178A5NkEjcsGc64jpBO6d
6,Te Boté - Remix,Nio Garcia,7/15/2018,ec,3V8UKqhEK5zBkBb6d6ub8i
7,Cuando Nadie Ve,Morat,7/15/2018,ec,1Cxd4ZJJ9VOQQpNcpdcZEQ
8,APESHIT,The Carters,7/15/2018,ec,0E6PsO3ymCfUh7pJQjBgkj
9,Sin Pijama,Becky G,7/15/2018,ec,2ijef6ni2amuunRoKTlgww
10,Vaina Loca,Ozuna,7/15/2018,ec,1s2B5cndbqK8rPJEIcKJRQ
11,X - Remix,Nicky Jam,7/15/2018,ec,6JjPBQfI2Y8nIjnm65X6Pw
12,No Es Justo,J Balvin,7/15/2018,ec,5qFeMRz4TvetPmzjre9Dq7
13,La Cintura,Alvaro Soler,7/15/2018,ec,19MBk3PbNFE36wqIqkMq9H
14,Sirena,Cali Y El Dandee,7/15/2018,ec,1juHIWqgFiDFAKuEBP24Lt
15,MALAMENTE - Cap.1: Augurio,ROSALÍA,7/15/2018,ec,5zOAudPQIs5U8zP6LQGHmH
16,Ni La Hora,Ana Guerra,7/15/2018,ec,1he4G9w0zh5GokInpOSINW
17,Mi Cama,Karol G,7/15/2018,ec,7sFYVcKSb24qg0dAkqLEFj
18,Punto Y Aparte,Morat,7/15/2018,ec,6RiV6DnCbfc0b2KbNvumdP
19,Amor de Verdade,MC Kekel,7/15/2018,ec,76KDy62J99FKu6ZsxMJy3j
20,Ocean (feat. Khalid),Martin Garrix,7/15/2018,ec,3nc420PXjTdBV5TN0gCFkS
21,I Like It,Cardi B,7/15/2018,ec,58q2HKrzhC3ozto2nDdN4z
22,Don’t Matter To Me,Drake,7/15/2018,ec,36ONiya0OANYknz0GgJmwB
23,Drug Addicts,Lil Pump,7/15/2018,ec,6tpHfEM8eaETzlPOARYWfZ
24,Taste (feat. Offset),Tyga,7/15/2018,ec,5IaHrVsrferBYDm0bDyABy
25,Pa' Ti,Arjan,7/15/2018,ec,7zPyl4rotiYsqGNKFx8JGW
26,Asesina,Brytiago,7/15/2018,ec,6rbhaJsE4uLzpPf8WYSHDK
27,Me Rindo,Santana the Golden Boy,7/15/2018,ec,7ttSAGvxvkbEtBzcENtabc
28,Flaca,Nanpa Básico,7/15/2018,ec,18PywrD2EQCVJEXMjETy8p
29,Justicia,Silvestre Dangond,7/15/2018,ec,6ipp8Dhs33KinlF4BStgca
30,Clandestino,Shakira,7/15/2018,ec,7DrluKkTviBwCc8AV3VGmf
31,Rise,Jonas Blue,7/15/2018,ec,3u1S1OmAUhx5DRlLrXqyp3
32,Girls Like You (feat. Cardi B),Maroon 5,7/15/2018,ec,7fa9MBXhVfQ8P8Df9OEbD8
33,Ya Para Qué,Greeicy,7/15/2018,ec,7HCZWKJmHITV7Pt5YTQDcL
34,Miss Lonely - Dimelo Flow Remix,Sech,7/15/2018,ec,3tRtlS9YUyYqVgqO3iM4bW
35,Let Me Down Slowly,Alec Benjamin,7/15/2018,ec,2uaiyLKnYvazyfR0Ky3Kbk
36,Jackie Chan,Tiësto,7/15/2018,ec,4kWO6O1BUXcZmaxitpVUwp
37,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,7/15/2018,ec,4QtiVmuA88tPQiCOHZuQ5b
38,Youngblood,5 Seconds of Summer,7/15/2018,ec,2iUXsYOEPhVqEBwsqP70rE
39,New Light,John Mayer,7/15/2018,ec,3bH4HzoZZFq8UpZmI2AMgV
40,In My Mind,Dynoro,7/15/2018,ec,0E9ZjEAyAwOXZ7wJC0PD33
41,Madura (feat. Bad Bunny),Cosculluela,7/15/2018,ec,0r9d60ZYPAlFHq8qnUtkXN
42,Por Perro,Sebastian Yatra,7/15/2018,ec,2alIsNw1mqEShbWyO1HXZZ
43,Consejo de Amor,TINI,7/15/2018,ec,1zHQ5gjJoNxT4RYFmGEWuo
44,Toda - Remix,Alex Rose,7/15/2018,ec,7nD2JPaxIKUdxd2UWgnaGL
45,Momentos,Bryant Myers,7/15/2018,ec,1ltP6Y0ObANzJ9N3bkkYx4
46,Simples Corazones (feat. Melendi),Fonseca,7/15/2018,ec,4qUxV1XvLkp7vWTmhpBPLv
47,Lucid Dreams,Juice WRLD,7/15/2018,ec,0s3nnoMeVWz3989MkNQiRf
48,Boo'd Up,Ella Mai,7/15/2018,ec,0At2qAoaVjIwWNAqrscXli
49,Lost on You,LP,7/15/2018,ec,3SqvR3HYLlCTYzbDXJ52OC
50,One Kiss (with Dua Lipa),Calvin Harris,7/15/2018,ec,7ef4DlsgrMEH11cDZd32M6
1,Mala Mía,Maluma,8/15/2018,ec,62o8KoI44JfN7aYxgTnPvh
2,Cuando Te Besé,Becky G,8/15/2018,ec,2XXMDz7SPZ4mSFN1PXfHUy
3,Epa Wei,Danny Ocean,8/15/2018,ec,2QmsKag0YaqhAbpR9Nwmpn
4,Vaina Loca,Ozuna,8/15/2018,ec,1s2B5cndbqK8rPJEIcKJRQ
5,Ya No Tiene Novio,Sebastian Yatra,8/15/2018,ec,7uQmJ1jgNzBpATSoWKSPFu
6,Mi Cama - Remix,Karol G,8/15/2018,ec,38QmUDpkoYlNbMKvpvAsrE
7,La Cintura (feat. Flo Rida & TINI) - Remix,Alvaro Soler,8/15/2018,ec,56gH0zGe3SP9SGNoQ2pWwn
8,In My Mind,Dynoro,8/15/2018,ec,0E9ZjEAyAwOXZ7wJC0PD33
9,Justicia,Silvestre Dangond,8/15/2018,ec,6ipp8Dhs33KinlF4BStgca
10,Quiero Volver,TINI,8/15/2018,ec,1jcAZRfufvi67KWnwRmizE
11,No Es Justo,J Balvin,8/15/2018,ec,5qFeMRz4TvetPmzjre9Dq7
12,Clandestino,Shakira,8/15/2018,ec,7DrluKkTviBwCc8AV3VGmf
13,Culpables,Manuel Turizo,8/15/2018,ec,3RD0PGolM0mETGHaprwgMn
14,No Me Acuerdo,Thalía,8/15/2018,ec,00EPIEnX1JFjff8sC6bccd
15,Confia Remix,Juhn,8/15/2018,ec,1Pa6vEvBMLyHcgNxU8yk23
16,Asesina,Brytiago,8/15/2018,ec,6rbhaJsE4uLzpPf8WYSHDK
17,Sin Pijama,Becky G,8/15/2018,ec,2ijef6ni2amuunRoKTlgww
18,Los Gordos (feat. DJ Khaled),Akapellah,8/15/2018,ec,6jSTqDdOevrQc9K2c2cdur
19,Como,Kim Viera,8/15/2018,ec,2sVQ3guXjN1KB3BiuZHaFD
20,Te Boté - Remix,Nio Garcia,8/15/2018,ec,3V8UKqhEK5zBkBb6d6ub8i
21,Amor de Verdade,MC Kekel,8/15/2018,ec,76KDy62J99FKu6ZsxMJy3j
22,In My Feelings,Drake,8/15/2018,ec,2G7V7zsVDxg1yRsu7Ew9RJ
23,Taking A Walk,Trippie Redd,8/15/2018,ec,4mHgYpuGHu99Mw69E83CP2
24,Sin Querer Queriendo (feat. Mau y Ricky),Lali,8/15/2018,ec,5rUNrHC5b0oYanaw370Ncz
25,Ni Gucci Ni Prada,Kenny Man,8/15/2018,ec,7yFML4hCZA6ha7fyAM0utY
26,No Brainer,DJ Khaled,8/15/2018,ec,5WvAo7DNuPRmk4APhdPzi8
27,Beautiful (feat. Camila Cabello),Bazzi,8/15/2018,ec,4VUwkH455At9kENOfzTqmF
28,Chica Paranormal,Paulo Londra,8/15/2018,ec,2r77vqSZkOktTSgmAOoHsV
29,Toda - Remix,Alex Rose,8/15/2018,ec,7nD2JPaxIKUdxd2UWgnaGL
30,Hipócrita,Anuel Aa,8/15/2018,ec,6XBjCetHKdO5L9cwMDVffw
31,SICKO MODE,Travis Scott,8/15/2018,ec,2xLMifQCjDGFmkHkpNLD9h
32,Triste,Bryant Myers,8/15/2018,ec,5MNS5FF4LrTX0jIaI0gory
33,Coolant,Farruko,8/15/2018,ec,2fHOqQ9K6eY0wsbVZiYZPw
34,Eastside (with Halsey & Khalid),benny blanco,8/15/2018,ec,0d2iYfpKoM0QCKvcLCkBao
35,No Me Llores,Duki,8/15/2018,ec,4DNzemGNnckcJSr8DVk8Uj
36,Mi Llamada,Rauw Alejandro,8/15/2018,ec,4Q41paYcm3GNVETL6w6pPo
37,High On Life (feat. Bonn),Martin Garrix,8/15/2018,ec,4ut5G4rgB1ClpMTMfjoIuy
38,When I Kissed The Teacher,Lily James,8/15/2018,ec,1WOBzx0R3hyphrI1AUv4Zu
39,TELÉFONO,Aitana,8/15/2018,ec,5h8VHxOBK1VWWj46T8fSly
40,Satisfacción,Nicky Jam,8/15/2018,ec,21WvAGxPUNJARcZoSqswd7
41,Calypso,Luis Fonsi,8/15/2018,ec,4178A5NkEjcsGc64jpBO6d
42,Levitate,Twenty One Pilots,8/15/2018,ec,0bfKYrMLEDJ4fvcxzrMIwB
43,Tráeme la Noche (Bring on the Night) (with Andy Summers),Gustavo Cerati,8/15/2018,ec,0wMditvMpFP9aYzW3kDWnw
44,Ella Me Persigue,Alkilados,8/15/2018,ec,5lKfxy2Lzs2yJWqHuWHUIq
45,Ella Fuma,Plan B,8/15/2018,ec,4IYxcqhcFFJ025qfWJeulF
46,X - Remix,Nicky Jam,8/15/2018,ec,6JjPBQfI2Y8nIjnm65X6Pw
47,Estamos Bien,Bad Bunny,8/15/2018,ec,7glCSQqV5o6NU88Cn4zPZn
48,Medicina,Anitta,8/15/2018,ec,4R5xvs5X0phd0EYWyGigju
49,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,8/15/2018,ec,3DGar7krWlmrXRFHBcQF6z
50,Se Vuelve Loca,CNCO,8/15/2018,ec,2PYmyMAMlhX1eVevLo5A6n
1,Celoso,Lele Pons,9/15/2018,ec,33zcmmElV1YbRZe57biUjg
2,Quiere Beber,Anuel Aa,9/15/2018,ec,3rPAD722s5FFNnwjC91t7Z
3,Mala Mía,Maluma,9/15/2018,ec,62o8KoI44JfN7aYxgTnPvh
4,Baby Shark,Pinkfong,9/15/2018,ec,5ygDXis42ncn6kYG14lEVG
5,Cuando Te Besé,Becky G,9/15/2018,ec,2XXMDz7SPZ4mSFN1PXfHUy
6,Mocca,Lalo Ebratt,9/15/2018,ec,0NKoPGc72yUKTIneVhFfg1
7,Ya No Tiene Novio,Sebastian Yatra,9/15/2018,ec,7uQmJ1jgNzBpATSoWKSPFu
8,Toda - Remix,Alex Rose,9/15/2018,ec,7nD2JPaxIKUdxd2UWgnaGL
9,Culpables,Manuel Turizo,9/15/2018,ec,3RD0PGolM0mETGHaprwgMn
10,In My Mind,Dynoro,9/15/2018,ec,0E9ZjEAyAwOXZ7wJC0PD33
11,Be Alright,Dean Lewis,9/15/2018,ec,3EPXxR3ImUwfayaurPi3cm
12,Justicia,Silvestre Dangond,9/15/2018,ec,6ipp8Dhs33KinlF4BStgca
13,Promises (with Sam Smith),Calvin Harris,9/15/2018,ec,5N5k9nd479b1xpDZ4usjrg
14,¿Qué Tiene?,Ximena Sariñana,9/15/2018,ec,2vNDq5XAoF4Gl4hfY7aacS
15,Lost on You,LP,9/15/2018,ec,3SqvR3HYLlCTYzbDXJ52OC
16,Amarte y Perderte,Chucho Rivas,9/15/2018,ec,28WKeqbRKcTG2GH8aaHupO
17,Asesina,Brytiago,9/15/2018,ec,6rbhaJsE4uLzpPf8WYSHDK
18,No Me Acuerdo,Thalía,9/15/2018,ec,00EPIEnX1JFjff8sC6bccd
19,Tú Y Yo (feat. Nicky Jam & Justin Quiles),Valentino,9/15/2018,ec,58smOywZbVu8AjWutppiQA
20,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,9/15/2018,ec,3DGar7krWlmrXRFHBcQF6z
21,Made For Now,Janet Jackson,9/15/2018,ec,2Ul7yRZaxGcWCzQg7m632Z
22,Drew Barrymore,Bryce Vine,9/15/2018,ec,0OgGn1ofaj55l2PcihQQGV
23,Sola,Jessie Reyez,9/15/2018,ec,0rmMciOccq9HDXeKOfkABd
24,No Es Justo,J Balvin,9/15/2018,ec,5qFeMRz4TvetPmzjre9Dq7
25,Happier,Marshmello,9/15/2018,ec,2dpaYNEQHiRxtZbfNsse99
26,Sin Querer Queriendo (feat. Mau y Ricky),Lali,9/15/2018,ec,5rUNrHC5b0oYanaw370Ncz
27,Cuenta Pendiente,Paty Cantú,9/15/2018,ec,2kurCucOSCAu1xo0t2f3Vz
28,Feels Like Summer,Childish Gambino,9/15/2018,ec,7p4vHnYXkxlzvfePJVpcTr
29,Pa Que Me de Con el Bate,La Pajarita La Paul,9/15/2018,ec,2deFe4us1gdM3YXXufvKm0
30,Eastside (with Halsey & Khalid),benny blanco,9/15/2018,ec,0d2iYfpKoM0QCKvcLCkBao
31,Better,Chantel Jeffries,9/15/2018,ec,45wselE9lcQ48i2GbAETWx
32,Quiero Volver,TINI,9/15/2018,ec,1jcAZRfufvi67KWnwRmizE
33,Epa Wei,Danny Ocean,9/15/2018,ec,2QmsKag0YaqhAbpR9Nwmpn
34,Chica Paranormal,Paulo Londra,9/15/2018,ec,2r77vqSZkOktTSgmAOoHsV
35,Medicina,Anitta,9/15/2018,ec,4R5xvs5X0phd0EYWyGigju
36,Miss Lonely - Dimelo Flow Remix,Sech,9/15/2018,ec,3tRtlS9YUyYqVgqO3iM4bW
37,Self Care,Mac Miller,9/15/2018,ec,5bJ1DrEM4hNCafcDd1oxHx
38,Losing It,FISHER,9/15/2018,ec,6ho0GyrWZN3mhi9zVRW7xi
39,Quero Que Tu Vá,Ananda,9/15/2018,ec,7ppLcVgxpoWAhAa2c0CN3b
40,Hipócrita,Anuel Aa,9/15/2018,ec,6XBjCetHKdO5L9cwMDVffw
41,Magic In The Hamptons (feat. Lil Yachty),Social House,9/15/2018,ec,2Yer0p7uB2lVBUAtANuuQp
42,Ella Me Persigue,Alkilados,9/15/2018,ec,5lKfxy2Lzs2yJWqHuWHUIq
43,breathin,Ariana Grande,9/15/2018,ec,4OafepJy2teCjYJbvFE60J
44,Ladders,Mac Miller,9/15/2018,ec,39NDBdU5Xkm5pCFGa5kZtI
45,Clandestino,Shakira,9/15/2018,ec,7DrluKkTviBwCc8AV3VGmf
46,Un Poquito,Diego Torres,9/15/2018,ec,5pH8g37XIkQej0AnlfQgNS
47,La Cintura (feat. Flo Rida & TINI) - Remix,Alvaro Soler,9/15/2018,ec,56gH0zGe3SP9SGNoQ2pWwn
48,Natural,Imagine Dragons,9/15/2018,ec,4zIO3ilp5HvTeK3HJHxhMP
49,La Mujer Perfecta,KURT,9/15/2018,ec,0mAGeks6ns4FZWBPkjD9HR
50,¿Cual es tu plan?,Bad Bunny,9/15/2018,ec,4HRDBtek0ayfLQ6uc7rjO9
1,PPP,Kevin Roldan,10/15/2018,ec,1DcxnVNFAyVl2sDQ646pXS
2,BEBE,6ix9ine,10/15/2018,ec,7ATATJztoWLcqDAcVVof0C
3,Quiere Beber,Anuel Aa,10/15/2018,ec,3rPAD722s5FFNnwjC91t7Z
4,Mocca,Lalo Ebratt,10/15/2018,ec,0NKoPGc72yUKTIneVhFfg1
5,Culpables,Karol G,10/15/2018,ec,6q8Lb50EtqNeeJXXe8mMAH
6,Electricity (with Dua Lipa),Silk City,10/15/2018,ec,5N4erncE7kuUccm7zEmwzk
7,Sweet but Psycho,Ava Max,10/15/2018,ec,25sgk305KZfyuqVBQIahim
8,Ya No Tiene Novio,Sebastian Yatra,10/15/2018,ec,7uQmJ1jgNzBpATSoWKSPFu
9,Oui,Sivas,10/15/2018,ec,7j8K8PE1tO2TvhY15E8ZcD
10,Ni Gucci Ni Prada,Kenny Man,10/15/2018,ec,32lexhcz93AinKK0qLTZaZ
11,Amigos Con Derechos,Reik,10/15/2018,ec,2zDj4WjbNDmrRL6Z4YjjCA
12,Cuando Te Besé,Becky G,10/15/2018,ec,2XXMDz7SPZ4mSFN1PXfHUy
13,Falling Down - Bonus Track,Lil Peep,10/15/2018,ec,0Dn40gxVCMo5TkgS8Ik18Q
14,Mala Mía,Maluma,10/15/2018,ec,62o8KoI44JfN7aYxgTnPvh
15,Contigo Siempre,Alejandro Fernandez,10/15/2018,ec,17LxkTp8UNbPcYrDrI6UOq
16,GRANADA,VICE MENTA,10/15/2018,ec,4yM8S8VJMSBFkroLMTlIqL
17,Vaina Loca,Ozuna,10/15/2018,ec,48zFZh27QU5qsrBjn4C2FA
18,Ponle,Rvssian,10/15/2018,ec,28O1p0bQXH2F6Qn8jBZZR4
19,Happier,Marshmello,10/15/2018,ec,2dpaYNEQHiRxtZbfNsse99
20,Por Tu Culpa,Tres Dedos,10/15/2018,ec,6x2z9OmeOo7VQ9oPUs3lnO
21,La Diabla,Alex Sensation,10/15/2018,ec,1Bo5CD2Tg8di5QSJHEoHmZ
22,Venom - Music From The Motion Picture,Eminem,10/15/2018,ec,2SL6oP2YAEQbqsrkOzRGO4
23,Hola,Zion & Lennox,10/15/2018,ec,2dYJKHEqAUTCk2U9zntaS1
24,Head Above Water,Avril Lavigne,10/15/2018,ec,1N7YeVU0ZwAFbOhwM61ef6
25,Celoso,Lele Pons,10/15/2018,ec,33zcmmElV1YbRZe57biUjg
26,Justicia,Silvestre Dangond,10/15/2018,ec,6ipp8Dhs33KinlF4BStgca
27,Suave (Remix),El Alfa,10/15/2018,ec,0alWUvsJHk83HVWCnyCG51
28,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,10/15/2018,ec,15kQGEy89K8deJcZVFEn0N
29,Good Vibes,Fuego,10/15/2018,ec,4TwIbmabI2R5XUhqptk6Ev
30,Culpables,Manuel Turizo,10/15/2018,ec,3RD0PGolM0mETGHaprwgMn
31,Lost on You,LP,10/15/2018,ec,3SqvR3HYLlCTYzbDXJ52OC
32,Noticed,Lil Mosey,10/15/2018,ec,7d6XJZjnm7iWcKwYL9z5kC
33,Como Soy,Pacho El Antifeka,10/15/2018,ec,7jIfxFhZSmH3LGud6D5m2w
34,Toda - Remix,Alex Rose,10/15/2018,ec,7nD2JPaxIKUdxd2UWgnaGL
35,Asesina,Brytiago,10/15/2018,ec,6rbhaJsE4uLzpPf8WYSHDK
36,Baby Girl (feat. Lalo Ebratt),Mario Bautista,10/15/2018,ec,6o8ogTrSX8H0F66Pdz3Tsc
37,Puntos Suspensivos,Piso 21,10/15/2018,ec,04cd1MHVq1D8v1nuTZoCdv
38,Miss Lonely - Dimelo Flow Remix,Sech,10/15/2018,ec,3tRtlS9YUyYqVgqO3iM4bW
39,Subete,Lary Over,10/15/2018,ec,6CWMm2mJOrKyDH4W1X5d06
40,Ibiza,Ozuna,10/15/2018,ec,1h9P5WJwyvK8OB7O2YiXgp
41,Me Usaste,Noriel,10/15/2018,ec,3F4uOZlN4kzMmG88TT2HjD
42,Better,Khalid,10/15/2018,ec,4T3fNx3CgwDRRYgmFCbD4J
43,Those Days,KAASI,10/15/2018,ec,2CylUcZGI81nhek3kJQkJ3
44,Promises (with Sam Smith),Calvin Harris,10/15/2018,ec,5N5k9nd479b1xpDZ4usjrg
45,SLOW DANCING IN THE DARK,Joji,10/15/2018,ec,0UyljEbX9dqI1K0sqdv6B6
46,Mujeres,Mozart La Para,10/15/2018,ec,6xLvYhLOW2oETJoZv8ChU8
47,El Peor,Chyno Miranda,10/15/2018,ec,6ClrUcM3YpKlJhihx94Oel
48,Tú Y Yo (feat. Nicky Jam & Justin Quiles),Valentino,10/15/2018,ec,58smOywZbVu8AjWutppiQA
49,Medley da Gaiola - Dennis DJ Remix,MC Kevin o Chris,10/15/2018,ec,7rLegaz7zKB6EtDNzcslKE
50,In My Mind,Dynoro,10/15/2018,ec,0E9ZjEAyAwOXZ7wJC0PD33
1,MIA (feat. Drake),Bad Bunny,11/15/2018,ec,116H0KvKr2Zl4RPuVBruDO
2,Calma - Remix,Pedro Capó,11/15/2018,ec,5iwz1NiezX7WWjnCgY5TH4
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,11/15/2018,ec,4w8niZpiMy6qz1mntFA5uM
4,Desconocidos,Mau y Ricky,11/15/2018,ec,0s5DNDV6LAKn2u2Ufa3VjQ
5,Imposible,Luis Fonsi,11/15/2018,ec,3ao3OVxHlb3C08vAaApUlm
6,Festival,Los Polinesios,11/15/2018,ec,0SBrGzg3tqlKCWVelWHXYm
7,Me Voy,Rombai,11/15/2018,ec,22sESxzbY1O1E19xjOTaYf
8,"Mujeres (Mozart La Para, Justin Quiles, Farruko, Jowell & Randy) - Remix",Mozart La Para,11/15/2018,ec,1AKP5JySgNsr2Y04z1yGHJ
9,Without Me,Halsey,11/15/2018,ec,5p7ujcrUXASCNwRaWNHR1C
10,Bohemian Rhapsody - Remastered 2011,Queen,11/15/2018,ec,7tFiyTwD0nx5a1eklYtX2J
11,Mocca - Remix,Lalo Ebratt,11/15/2018,ec,1usoXi4f0BnMART4uActEA
12,Ni Gucci Ni Prada,Kenny Man,11/15/2018,ec,32lexhcz93AinKK0qLTZaZ
13,Tanta Falta,Bryant Myers,11/15/2018,ec,0sPTfDSZgE3KvcvqaKPtEx
14,Por Tu Culpa,Tres Dedos,11/15/2018,ec,6x2z9OmeOo7VQ9oPUs3lnO
15,Mocca,Lalo Ebratt,11/15/2018,ec,0NKoPGc72yUKTIneVhFfg1
16,BEBE,6ix9ine,11/15/2018,ec,7ATATJztoWLcqDAcVVof0C
17,Woman Like Me (feat. Nicki Minaj),Little Mix,11/15/2018,ec,6rrTr2HEAzlpC4KWZxF3S1
18,Cuando Te Besé,Becky G,11/15/2018,ec,2XXMDz7SPZ4mSFN1PXfHUy
19,PPP,Kevin Roldan,11/15/2018,ec,1DcxnVNFAyVl2sDQ646pXS
